node_idx,true_label,pred_label,correct,positive_probability,num_subgraph_nodes,num_subgraph_edges,any_error,GradExplainer_status,GradExplainer_summary,IntegratedGradExplainer_status,IntegratedGradExplainer_summary,GNNExplainer_status,GNNExplainer_summary
11337,0,0,TRUE,0.397548,63,153,FALSE,ok,"{""feature_min"": -0.002087, ""feature_max"": 0.00512, ""feature_mean"": 0.000993, ""feature_std"": 0.002222, ""node_min"": 0.004017, ""node_max"": 0.041892, ""node_mean"": 0.015059, ""node_std"": 0.008819}",ok,"{""feature_min"": -0.00366, ""feature_max"": 0.00633, ""feature_mean"": 0.000134, ""feature_std"": 0.002263, ""node_min"": -0.032899, ""node_max"": 0.031152, ""node_mean"": -0.006791, ""node_std"": 0.011405}",ok,"{""feature_min"": 0.132679, ""feature_max"": 0.168304, ""feature_mean"": 0.146224, ""feature_std"": 0.008965, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
9343,0,1,FALSE,0.6324,51,143,FALSE,ok,"{""feature_min"": -0.005459, ""feature_max"": 0.009052, ""feature_mean"": 0.001656, ""feature_std"": 0.003434, ""node_min"": 0.005713, ""node_max"": 0.086664, ""node_mean"": 0.024873, ""node_std"": 0.016687}",ok,"{""feature_min"": -0.007234, ""feature_max"": 0.006575, ""feature_mean"": -0.000303, ""feature_std"": 0.002616, ""node_min"": -0.008298, ""node_max"": 0.042548, ""node_mean"": 0.018279, ""node_std"": 0.010895}",ok,"{""feature_min"": 0.131082, ""feature_max"": 0.163057, ""feature_mean"": 0.147701, ""feature_std"": 0.008689, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
8560,0,0,TRUE,0.461203,73,205,FALSE,ok,"{""feature_min"": -0.001346, ""feature_max"": 0.003245, ""feature_mean"": 0.000865, ""feature_std"": 0.001312, ""node_min"": 0.004835, ""node_max"": 0.079861, ""node_mean"": 0.019879, ""node_std"": 0.013896}",ok,"{""feature_min"": -0.00293, ""feature_max"": 0.00647, ""feature_mean"": 0.000768, ""feature_std"": 0.002302, ""node_min"": -0.018139, ""node_max"": 0.015518, ""node_mean"": 0.001887, ""node_std"": 0.006781}",ok,"{""feature_min"": 0.130194, ""feature_max"": 0.165431, ""feature_mean"": 0.146732, ""feature_std"": 0.009269, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
9600,0,1,FALSE,0.704707,87,286,FALSE,ok,"{""feature_min"": -0.001791, ""feature_max"": 0.000769, ""feature_mean"": -0.000445, ""feature_std"": 0.000777, ""node_min"": -0.016376, ""node_max"": -0.001114, ""node_mean"": -0.007358, ""node_std"": 0.003133}",ok,"{""feature_min"": -0.007925, ""feature_max"": 0.011839, ""feature_mean"": -3.2e-05, ""feature_std"": 0.003631, ""node_min"": -0.009056, ""node_max"": 0.044436, ""node_mean"": 0.017179, ""node_std"": 0.011953}",ok,"{""feature_min"": 0.129984, ""feature_max"": 0.164945, ""feature_mean"": 0.147881, ""feature_std"": 0.009821, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5486,0,1,FALSE,0.680043,88,290,FALSE,ok,"{""feature_min"": -0.001576, ""feature_max"": 0.003802, ""feature_mean"": 0.000618, ""feature_std"": 0.001728, ""node_min"": 0.00201, ""node_max"": 0.071112, ""node_mean"": 0.016863, ""node_std"": 0.012044}",ok,"{""feature_min"": -0.002439, ""feature_max"": 0.005552, ""feature_mean"": 0.000503, ""feature_std"": 0.001915, ""node_min"": -0.005772, ""node_max"": 0.024718, ""node_mean"": 0.009459, ""node_std"": 0.005528}",ok,"{""feature_min"": 0.131054, ""feature_max"": 0.169995, ""feature_mean"": 0.149612, ""feature_std"": 0.011208, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
1116,0,1,FALSE,0.751828,63,195,FALSE,ok,"{""feature_min"": -0.001737, ""feature_max"": 0.0009, ""feature_mean"": -0.000407, ""feature_std"": 0.000686, ""node_min"": -0.015801, ""node_max"": -0.001995, ""node_mean"": -0.00627, ""node_std"": 0.002636}",ok,"{""feature_min"": -0.013345, ""feature_max"": 0.008888, ""feature_mean"": -0.00042, ""feature_std"": 0.004515, ""node_min"": -0.009726, ""node_max"": 0.071615, ""node_mean"": 0.029833, ""node_std"": 0.016502}",ok,"{""feature_min"": 0.130392, ""feature_max"": 0.167227, ""feature_mean"": 0.147581, ""feature_std"": 0.010229, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
7733,1,1,TRUE,0.561781,62,176,FALSE,ok,"{""feature_min"": -0.005724, ""feature_max"": 0.011468, ""feature_mean"": 0.002476, ""feature_std"": 0.004299, ""node_min"": 0.012481, ""node_max"": 0.084151, ""node_mean"": 0.030475, ""node_std"": 0.015003}",ok,"{""feature_min"": -0.011162, ""feature_max"": 0.003847, ""feature_mean"": -0.000895, ""feature_std"": 0.003398, ""node_min"": -0.025093, ""node_max"": 0.023976, ""node_mean"": -0.00328, ""node_std"": 0.012562}",ok,"{""feature_min"": 0.129824, ""feature_max"": 0.163355, ""feature_mean"": 0.145539, ""feature_std"": 0.009666, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
12759,0,0,TRUE,0.376698,91,244,FALSE,ok,"{""feature_min"": -0.001518, ""feature_max"": 0.003724, ""feature_mean"": 0.000997, ""feature_std"": 0.001539, ""node_min"": 0.002975, ""node_max"": 0.043222, ""node_mean"": 0.012471, ""node_std"": 0.008742}",ok,"{""feature_min"": -0.005708, ""feature_max"": 0.006919, ""feature_mean"": 0.000249, ""feature_std"": 0.003174, ""node_min"": -0.026274, ""node_max"": 0.009155, ""node_mean"": -0.007178, ""node_std"": 0.008095}",ok,"{""feature_min"": 0.131894, ""feature_max"": 0.175075, ""feature_mean"": 0.148734, ""feature_std"": 0.010813, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
10289,0,1,FALSE,0.60167,54,182,FALSE,ok,"{""feature_min"": -0.005482, ""feature_max"": 0.009931, ""feature_mean"": 0.002071, ""feature_std"": 0.00445, ""node_min"": 0.008096, ""node_max"": 0.083809, ""node_mean"": 0.031986, ""node_std"": 0.016385}",ok,"{""feature_min"": -0.009684, ""feature_max"": 0.01286, ""feature_mean"": 0.000296, ""feature_std"": 0.004576, ""node_min"": -0.02843, ""node_max"": 0.040887, ""node_mean"": 0.011305, ""node_std"": 0.014681}",ok,"{""feature_min"": 0.13317, ""feature_max"": 0.175428, ""feature_mean"": 0.150258, ""feature_std"": 0.010564, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
10984,1,1,TRUE,0.679678,74,223,FALSE,ok,"{""feature_min"": -0.005209, ""feature_max"": 0.013138, ""feature_mean"": 0.002603, ""feature_std"": 0.004929, ""node_min"": 0.009919, ""node_max"": 0.138941, ""node_mean"": 0.035534, ""node_std"": 0.02199}",ok,"{""feature_min"": -0.008425, ""feature_max"": 0.003027, ""feature_mean"": -0.000656, ""feature_std"": 0.002807, ""node_min"": -0.032326, ""node_max"": 0.014853, ""node_mean"": -0.011202, ""node_std"": 0.009622}",ok,"{""feature_min"": 0.131233, ""feature_max"": 0.167833, ""feature_mean"": 0.151433, ""feature_std"": 0.008813, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
