graph_idx,true_label,pred_label,correct,num_nodes,num_edges,GradExplainer_min,GradExplainer_max,GradExplainer_mean,GradExplainer_std,IntegratedGradExplainer_min,IntegratedGradExplainer_max,IntegratedGradExplainer_mean,IntegratedGradExplainer_std,GNNExplainer_min,GNNExplainer_max,GNNExplainer_mean,GNNExplainer_std,any_error
0,0,1,False,11,20,0.7621632814407349,4.927284240722656,1.9720587730407715,1.3971892595291138,-0.36477693915367126,0.27088066935539246,-0.0020956024527549744,0.14631207287311554,0.0,1.0,0.8181818127632141,0.38569462299346924,False
1,0,0,True,11,20,0.20354606211185455,1.5775185823440552,0.60821133852005,0.37504056096076965,-0.24446585774421692,-0.0058546168729662895,-0.05235648155212402,0.06784576922655106,0.0,1.0,0.8181818127632141,0.38569462299346924,False
2,1,1,True,11,20,-2.0801584720611572,-0.15094371140003204,-0.8689863681793213,0.678977906703949,-0.4404519498348236,0.3888421952724457,-0.003834105096757412,0.19965726137161255,0.0,1.0,0.7272727489471436,0.44536176323890686,False
3,0,0,True,11,20,-0.16939491033554077,0.04160242900252342,-0.03412122279405594,0.05483940616250038,-0.19274850189685822,-0.0023324214853346348,-0.06850046664476395,0.06045273691415787,0.0,1.0,0.6363636255264282,0.4810457229614258,False
4,0,0,True,11,20,0.013529462739825249,0.9716464877128601,0.2772792875766754,0.29195839166641235,-0.11567866057157516,-0.01870466023683548,-0.06504127383232117,0.0363663025200367,0.0,1.0,0.6363636255264282,0.4810457229614258,False
5,0,0,True,11,20,0.013312079943716526,0.863506019115448,0.2658984661102295,0.2974063456058502,-0.2134711742401123,-0.015135262161493301,-0.0520719438791275,0.055988993495702744,0.0,1.0,0.5454545617103577,0.4979296028614044,False
6,0,0,True,11,20,-0.0751006156206131,1.5897210836410522,0.5986950397491455,0.5268865823745728,-0.16507628560066223,0.0009199297055602074,-0.05809406191110611,0.05480128154158592,0.0,1.0,0.5454545617103577,0.4979296028614044,False
7,1,0,False,11,20,-3.3377394676208496,-0.24535341560840607,-0.9300393462181091,0.9739960432052612,-0.05582498759031296,0.5411356687545776,0.09387357532978058,0.15121716260910034,0.0,1.0,0.7272727489471436,0.44536176323890686,False
8,0,0,True,11,20,0.8677606582641602,6.752518653869629,2.687755823135376,2.4032609462738037,-0.16477511823177338,0.22512391209602356,-0.014540216885507107,0.1005062609910965,0.0,1.0,0.3636363744735718,0.4810457229614258,False
9,0,0,True,11,20,0.11164818704128265,0.9282064437866211,0.36060523986816406,0.24321560561656952,-0.10824393481016159,0.04582740366458893,-0.015401612967252731,0.03990304842591286,0.0,1.0,0.7272727489471436,0.44536176323890686,False
