graph_idx,true_label,pred_label,correct,num_nodes,num_edges,GradExplainer_min,GradExplainer_max,GradExplainer_mean,GradExplainer_std,IntegratedGradExplainer_min,IntegratedGradExplainer_max,IntegratedGradExplainer_mean,IntegratedGradExplainer_std,GNNExplainer_min,GNNExplainer_max,GNNExplainer_mean,GNNExplainer_std,any_error
0,0,0,True,11,20,0.6376149654388428,5.064659118652344,1.6186280250549316,1.3985711336135864,-0.27563968300819397,0.2336859256029129,0.001467246562242508,0.11712287366390228,0.0,1.0,0.8181818127632141,0.38569462299346924,False
1,0,0,True,11,20,0.07104966044425964,1.3799889087677002,0.4876715838909149,0.3509049117565155,-0.2490222156047821,0.020526111125946045,-0.043927036225795746,0.07036610692739487,0.0,1.0,0.8181818127632141,0.38569462299346924,False
2,1,0,False,11,20,-2.806861639022827,-0.433135986328125,-1.1589173078536987,0.7765091061592102,-0.5329026579856873,0.33239156007766724,0.004511021077632904,0.20091883838176727,0.0,1.0,0.7272727489471436,0.44536176323890686,False
3,0,0,True,11,20,-0.20939499139785767,0.29651719331741333,0.03265931084752083,0.11268467456102371,-0.15520964562892914,-0.00039834482595324516,-0.05888548865914345,0.047484226524829865,0.0,1.0,0.6363636255264282,0.4810457229614258,False
4,0,0,True,11,20,0.08083371818065643,1.0772243738174438,0.38655245304107666,0.3439280092716217,-0.14631962776184082,0.0079871267080307,-0.05295039340853691,0.04408963397145271,0.0,1.0,0.6363636255264282,0.4810457229614258,False
5,0,0,True,11,20,0.022415030747652054,0.804328441619873,0.2778007686138153,0.23823702335357666,-0.2100081741809845,-0.005800564307719469,-0.04175357148051262,0.05754711106419563,0.0,1.0,0.5454545617103577,0.4979296028614044,False
6,0,0,True,11,20,-0.11581768840551376,1.2815097570419312,0.5241068005561829,0.3770756721496582,-0.22178319096565247,0.0037206406705081463,-0.051941048353910446,0.06562063843011856,0.0,1.0,0.5454545617103577,0.4979296028614044,False
7,1,0,False,11,20,-2.07546067237854,-0.18642127513885498,-0.7686609029769897,0.6068930625915527,-0.05613023042678833,0.34251275658607483,0.07483262568712234,0.10554247349500656,0.0,1.0,0.7272727489471436,0.44536176323890686,False
8,0,0,True,11,20,0.6314588189125061,4.247406005859375,1.7174729108810425,1.1869505643844604,-0.1813780814409256,0.1976810097694397,-0.005322262179106474,0.09468282014131546,0.0,1.0,0.3636363744735718,0.4810457229614258,False
9,0,0,True,11,20,0.10082682222127914,0.862810492515564,0.33384057879447937,0.2781616151332855,-0.1398160606622696,0.07453534007072449,-0.009171607904136181,0.053144004195928574,0.0,1.0,0.7272727489471436,0.44536176323890686,False
